date,Plate.SN,DIV,well,trt,dose,units,meanfiringrate,burst.per.min,mean.isis,per.spikes.in.burst,mean.dur,mean.IBIs,nAE,nABE,ns.n,ns.peak.m,ns.durn.m,ns.percent.of.spikes.in.ns,ns.mean.insis,ns.durn.sd,ns.mean.spikes.in.ns,r,cv.time,cv.network,file.name,source,identity,eligible_identity
20170920,MW1147-13,5,E8,Captan,20.0,uM,0.0,0.0,,0.0,,,0,0,0,,,0.0,,,,0.0,0.0,0.0,ON_20170920_MW1147-13_05_00_000.h5,TC,133-06-2,True
20170920,MW1147-13,7,A1,Mancozeb,0.03,uM,1.816043218,3.915,0.040662387,75.4810625,0.7666875,19.97725,16,16,30,14.76666667,0.425348545,6.172650879,29.66724138,0.135289994,53.86666667,0.204488812,0.212389887,1.741163766,ON_20170920_MW1147-13_07_00_000.h5,TC,8018-01-7,True
20170920,MW1147-13,7,A2,Mancozeb,0.0,uM,1.379304941,2.72625,0.035084714,75.02625,0.657,28.352375,16,16,27,14.74074074,0.393214286,9.686179843,32.57884615,0.088348255,71.33333333,0.218242909,0.400742097,2.46766432,ON_20170920_MW1147-13_07_00_000.h5,TC,8018-01-7,True
20170920,MW1147-13,7,A3,Mancozeb,0.1,uM,1.593234554,2.74875,0.032260859,63.13475,0.55425,23.96925,16,16,30,15.46666667,0.367263889,10.73232323,29.56551724,0.096838628,82.16666667,0.189389978,0.326346916,2.550501362,ON_20170920_MW1147-13_07_00_000.h5,TC,8018-01-7,True
20170920,MW1147-13,7,A4,Mancozeb,0.3,uM,1.806470492,3.74625,0.042027724,58.8046875,0.6475625,23.087625,16,16,33,14.51515152,0.368181818,6.984870594,25.675,0.070874586,55.12121212,0.142492918,0.318376039,2.163801012,ON_20170920_MW1147-13_07_00_000.h5,TC,8018-01-7,True
20170920,MW1147-13,7,A5,Mancozeb,1.0,uM,2.124608708,4.044,0.036994093,68.9568,0.699066667,18.79366667,15,15,36,14.83333333,0.438461199,11.21151039,24.46571429,0.084581873,89.61111111,0.213752506,0.501969218,2.867843082,ON_20170920_MW1147-13_07_00_000.h5,TC,8018-01-7,True
20170920,MW1147-13,7,A6,Mancozeb,3.0,uM,1.177653389,2.2725,0.032601333,66.46866667,0.5798,26.29773333,16,15,34,14.08823529,0.311048669,11.21517347,24.87121212,0.06256809,56.0,0.203643085,0.247452984,2.63088672,ON_20170920_MW1147-13_07_00_000.h5,TC,8018-01-7,True
20170920,MW1147-13,7,A7,Mancozeb,10.0,uM,1.432787344,2.41875,0.038975664,65.772375,0.665625,26.31875,16,16,37,14.27027027,0.319293222,10.44783345,23.57361111,0.066457353,58.32432432,0.186206553,0.29257773,2.486050256,ON_20170920_MW1147-13_07_00_000.h5,TC,8018-01-7,True
20170920,MW1147-13,7,A8,Mancozeb,20.0,uM,0.672386249,1.843636364,0.045445328,62.3073,0.4521,35.0144,11,10,23,11.47826087,0.241339286,9.247626004,37.54318182,0.046677739,27.52173913,0.105645055,0.49168234,2.604350213,ON_20170920_MW1147-13_07_00_000.h5,TC,8018-01-7,True
20170920,MW1147-13,7,B1,Boscalid,0.03,uM,1.036906571,2.58,0.047545063,65.2055,0.5862,29.6117,12,10,22,10.54545455,0.279186959,7.763615295,38.29285714,0.112163834,39.59090909,0.081028584,0.730828821,1.254664185,ON_20170920_MW1147-13_07_00_000.h5,TC,188425-85-6,True
