case_id,date,identity,dose,name,model,prediction,target,day7,day5,sigma,symmetric_lower_0.8,symmetric_upper_0.8,scaled_lower_0.8,scaled_upper_0.8,symmetric_lower_0.9,symmetric_upper_0.9,scaled_lower_0.9,scaled_upper_0.9,rel__rep_count_d7,rel__rep_sd_log2_ns_d7,rel__plate_ctrl_count_d7,rel__plate_ctrl_median_ns_d7,rel__plate_ctrl_zero_ns_frac_d7,rel__plate_ctrl_iqr_ratio_d7,rel__plate_ctrl_silent_frac_d7,day12_ctrl_median_ns
20161109|57-74-9|1,20161109,57-74-9,1.0,Chlordane,extra_trees_relative_day7,-0.21614734236202227,-0.7979721215300146,0.4963151433129777,0.0,0.8824384359435385,-1.6738684158303356,1.2415737311062913,-1.5939250807264855,1.1616303960024412,-3.5418951582009686,3.1096004734769243,-2.1459156456297244,1.71362096090568,3.0,2.026968151102401,6.0,2.316060338978355,0.1111111111111111,0.671590909090909,0.0,92.0
20161109|57-74-9|3,20161109,57-74-9,3.0,Chlordane,extra_trees_relative_day7,0.1442518889859305,-0.16735616129746758,0.9190800046164324,0.0,1.2938992061312609,-1.313469184482383,1.601972962454244,-1.8759519567236718,2.1644557346955327,-3.181495926853016,3.4699997048248767,-2.685323041015319,2.9738268189871797,3.0,0.9352170665002394,6.0,2.316060338978355,0.1111111111111111,0.671590909090909,0.0,92.0
20161109|57-74-9|10,20161109,57-74-9,10.0,Chlordane,extra_trees_relative_day7,-4.854274282491692,-6.853036781306558,-2.565422314325511,0.0,2.678476137503673,-6.311995355960005,-3.396553209023378,-9.036259840551761,-0.6722887244316214,-8.180022098330639,-1.5285264666527452,-10.711723528440235,1.0031749634568516,3.0,0.35844639359226904,6.0,2.316060338978355,0.1111111111111111,0.671590909090909,0.0,92.0
20161109|57-74-9|20,20161109,57-74-9,20.0,Chlordane,extra_trees_relative_day7,-5.37529277362083,-6.853036781306558,-2.565422314325511,0.0,2.68436444756781,-6.833013847089143,-3.917571700152516,-9.566471927735314,-1.184113619506344,-8.701040589459776,-2.049544957781883,-11.24561892254497,0.4950333753033114,3.0,0.35844639359226904,6.0,2.316060338978355,0.1111111111111111,0.671590909090909,0.0,92.0
20161109|72-20-8|0.03,20161109,72-20-8,0.03,Endrin,extra_trees_relative_day7,0.11241918954572278,-0.031864572155249044,0.1332974530290045,0.0,0.49959989637000773,-1.3453018839225908,1.5701402630140362,-0.6676211931828371,0.8924595722742825,-3.2133286262932237,3.438167005384669,-0.9801352653152584,1.2049736444067038,3.0,0.14232127561287705,6.0,4.156560164634936,0.05555555555555555,0.7283138299114755,0.0,88.0
20161109|72-20-8|0.1,20161109,72-20-8,0.1,Endrin,extra_trees_relative_day7,-0.05891919134959178,0.36607335660600887,-0.669172245352553,0.0,0.47348727851163436,-1.5166402648179051,1.3988018821187218,-0.7981891564373825,0.680350773738199,-3.384667007188538,3.2668286244893547,-1.0943690367490069,0.9765306540498232,3.0,2.769481963863235,6.0,4.156560164634936,0.05555555555555555,0.7283138299114755,0.0,88.0
20161109|72-20-8|0.3,20161109,72-20-8,0.3,Endrin,extra_trees_relative_day7,-0.09567626863635696,0.21206133324263132,0.0842015918381171,0.0,0.5214900632555436,-1.5533973421046705,1.3620448048319564,-0.9098944289814666,0.7185418917087527,-3.421424084475303,3.2300715472025896,-1.2361014286800511,1.044748891407337,3.0,0.1680017404236017,6.0,4.156560164634936,0.05555555555555555,0.7283138299114755,0.0,88.0
20161109|72-20-8|1,20161109,72-20-8,1.0,Endrin,extra_trees_relative_day7,0.12965176893243413,0.011872378373421259,0.24162437459427233,0.0,0.538380371428766,-1.3280693045358793,1.5873728424007476,-0.710937738860046,0.9702412767249142,-3.1960960469065123,3.4553995847713805,-1.047710111019949,1.3070136488848172,3.0,0.332295570598655,6.0,4.156560164634936,0.05555555555555555,0.7283138299114755,0.0,88.0
20161109|72-20-8|3,20161109,72-20-8,3.0,Endrin,extra_trees_relative_day7,0.5248240853533152,-0.2586447808053493,0.6965083376733844,0.0,0.7667743004653356,-0.9328969881149983,1.9825451588216287,-0.6723637506474259,1.7220119213540563,-2.800923730485631,3.8505719011922617,-1.152003079610458,2.2016512503170884,3.0,0.4717306606393446,6.0,4.156560164634936,0.05555555555555555,0.7283138299114755,0.0,88.0
20161109|72-20-8|10,20161109,72-20-8,10.0,Endrin,extra_trees_relative_day7,-0.008259162443815065,-0.01111118924289137,-0.307314421231009,0.0,0.5565267581886753,-1.4659802359121286,1.4494619110244984,-0.8771811710558246,0.8606628461681944,-3.3340069782827615,3.3174886533951313,-1.2253046288785419,1.2087863039909117,3.0,0.1788291212835349,6.0,4.156560164634936,0.05555555555555555,0.7283138299114755,0.0,88.0
